"","Castanhal","n_arvore","n_do_ourico","n_de_sementes_por_fruto_ourico","Peso_total_das_sementes_dos_10.frutos_ouricos_Kg","UC","Ano"
"1","Zirmao",432,1,22,1624,"Cazumba",2018
"2","Zirmao",432,2,23,NA,"Cazumba",2018
"3","Zirmao",432,3,23,NA,"Cazumba",2018
"4","Zirmao",432,4,23,NA,"Cazumba",2018
"5","Zirmao",432,5,20,NA,"Cazumba",2018
"6","Zirmao",432,6,24,NA,"Cazumba",2018
"7","Zirmao",432,7,26,NA,"Cazumba",2018
"8","Zirmao",432,8,25,NA,"Cazumba",2018
"9","Zirmao",432,9,20,NA,"Cazumba",2018
"10","Zirmao",432,10,23,NA,"Cazumba",2018
"11","Zirmao",415,1,15,1934,"Cazumba",2018
"12","Zirmao",415,2,21,NA,"Cazumba",2018
"13","Zirmao",415,3,22,NA,"Cazumba",2018
"14","Zirmao",415,4,20,NA,"Cazumba",2018
"15","Zirmao",415,5,27,NA,"Cazumba",2018
"16","Zirmao",415,6,31,NA,"Cazumba",2018
"17","Zirmao",415,7,16,NA,"Cazumba",2018
"18","Zirmao",415,8,19,NA,"Cazumba",2018
"19","Zirmao",415,9,24,NA,"Cazumba",2018
"20","Zirmao",415,10,25,NA,"Cazumba",2018
"21","Zirmao",437,1,21,1444,"Cazumba",2018
"22","Zirmao",437,2,15,NA,"Cazumba",2018
"23","Zirmao",437,3,16,NA,"Cazumba",2018
"24","Zirmao",437,4,17,NA,"Cazumba",2018
"25","Zirmao",437,5,12,NA,"Cazumba",2018
"26","Zirmao",437,6,18,NA,"Cazumba",2018
"27","Zirmao",437,7,19,NA,"Cazumba",2018
"28","Zirmao",437,8,18,NA,"Cazumba",2018
"29","Zirmao",437,9,18,NA,"Cazumba",2018
"30","Zirmao",437,10,21,NA,"Cazumba",2018
"31","Zirmao",453,1,21,1500,"Cazumba",2018
"32","Zirmao",453,2,23,NA,"Cazumba",2018
"33","Zirmao",453,3,22,NA,"Cazumba",2018
"34","Zirmao",453,4,21,NA,"Cazumba",2018
"35","Zirmao",453,5,17,NA,"Cazumba",2018
"36","Zirmao",453,6,19,NA,"Cazumba",2018
"37","Zirmao",453,7,17,NA,"Cazumba",2018
"38","Zirmao",453,8,22,NA,"Cazumba",2018
"39","Zirmao",453,9,22,NA,"Cazumba",2018
"40","Zirmao",453,10,16,NA,"Cazumba",2018
"41","Zirmao",423,1,19,1446,"Cazumba",2018
"42","Zirmao",423,2,16,NA,"Cazumba",2018
"43","Zirmao",423,3,18,NA,"Cazumba",2018
"44","Zirmao",423,4,19,NA,"Cazumba",2018
"45","Zirmao",423,5,17,NA,"Cazumba",2018
"46","Zirmao",423,6,18,NA,"Cazumba",2018
"47","Zirmao",423,7,10,NA,"Cazumba",2018
"48","Zirmao",423,8,19,NA,"Cazumba",2018
"49","Zirmao",423,9,17,NA,"Cazumba",2018
"50","Zirmao",423,10,21,NA,"Cazumba",2018
"51","Coletivo",57,1,16,1668,"Cazumba",2018
"52","Coletivo",57,2,20,NA,"Cazumba",2018
"53","Coletivo",57,3,21,NA,"Cazumba",2018
"54","Coletivo",57,4,21,NA,"Cazumba",2018
"55","Coletivo",57,5,22,NA,"Cazumba",2018
"56","Coletivo",57,6,22,NA,"Cazumba",2018
"57","Coletivo",57,7,12,NA,"Cazumba",2018
"58","Coletivo",57,8,21,NA,"Cazumba",2018
"59","Coletivo",57,9,21,NA,"Cazumba",2018
"60","Coletivo",57,10,18,NA,"Cazumba",2018
"61","Coletivo",44,1,13,1490,"Cazumba",2018
"62","Coletivo",44,2,20,NA,"Cazumba",2018
"63","Coletivo",44,3,18,NA,"Cazumba",2018
"64","Coletivo",44,4,20,NA,"Cazumba",2018
"65","Coletivo",44,5,18,NA,"Cazumba",2018
"66","Coletivo",44,6,20,NA,"Cazumba",2018
"67","Coletivo",44,7,17,NA,"Cazumba",2018
"68","Coletivo",44,8,16,NA,"Cazumba",2018
"69","Coletivo",44,9,18,NA,"Cazumba",2018
"70","Coletivo",44,10,15,NA,"Cazumba",2018
"71","Coletivo",46,1,17,1490,"Cazumba",2018
"72","Coletivo",46,2,17,NA,"Cazumba",2018
"73","Coletivo",46,3,20,NA,"Cazumba",2018
"74","Coletivo",46,4,15,NA,"Cazumba",2018
"75","Coletivo",46,5,20,NA,"Cazumba",2018
"76","Coletivo",46,6,14,NA,"Cazumba",2018
"77","Coletivo",46,7,19,NA,"Cazumba",2018
"78","Coletivo",46,8,13,NA,"Cazumba",2018
"79","Coletivo",46,9,23,NA,"Cazumba",2018
"80","Coletivo",46,10,16,NA,"Cazumba",2018
"81","Coletivo",54,1,20,1384,"Cazumba",2018
"82","Coletivo",54,2,17,NA,"Cazumba",2018
"83","Coletivo",54,3,16,NA,"Cazumba",2018
"84","Coletivo",54,4,14,NA,"Cazumba",2018
"85","Coletivo",54,5,21,NA,"Cazumba",2018
"86","Coletivo",54,6,17,NA,"Cazumba",2018
"87","Coletivo",54,7,19,NA,"Cazumba",2018
"88","Coletivo",54,8,22,NA,"Cazumba",2018
"89","Coletivo",54,9,17,NA,"Cazumba",2018
"90","Coletivo",54,10,19,NA,"Cazumba",2018
"91","Coletivo",165,1,20,938,"Cazumba",2018
"92","Coletivo",165,2,15,NA,"Cazumba",2018
"93","Coletivo",165,3,19,NA,"Cazumba",2018
"94","Coletivo",165,4,9,NA,"Cazumba",2018
"95","Coletivo",165,5,10,NA,"Cazumba",2018
"96","Coletivo",165,6,19,NA,"Cazumba",2018
"97","Coletivo",165,7,9,NA,"Cazumba",2018
"98","Coletivo",165,8,8,NA,"Cazumba",2018
"99","Coletivo",165,9,15,NA,"Cazumba",2018
"100","Coletivo",165,10,15,NA,"Cazumba",2018
"101","Davi",327,1,22,2488,"Cazumba",2018
"102","Davi",327,2,17,NA,"Cazumba",2018
"103","Davi",327,3,18,NA,"Cazumba",2018
"104","Davi",327,4,18,NA,"Cazumba",2018
"105","Davi",327,5,25,NA,"Cazumba",2018
"106","Davi",327,6,25,NA,"Cazumba",2018
"107","Davi",327,7,21,NA,"Cazumba",2018
"108","Davi",327,8,23,NA,"Cazumba",2018
"109","Davi",327,9,23,NA,"Cazumba",2018
"110","Davi",327,10,20,NA,"Cazumba",2018
"111","Davi",322,1,19,1446,"Cazumba",2018
"112","Davi",322,2,16,NA,"Cazumba",2018
"113","Davi",322,3,20,NA,"Cazumba",2018
"114","Davi",322,4,17,NA,"Cazumba",2018
"115","Davi",322,5,14,NA,"Cazumba",2018
"116","Davi",322,6,17,NA,"Cazumba",2018
"117","Davi",322,7,21,NA,"Cazumba",2018
"118","Davi",322,8,20,NA,"Cazumba",2018
"119","Davi",322,9,23,NA,"Cazumba",2018
"120","Davi",322,10,22,NA,"Cazumba",2018
"121","Davi",285,1,20,1800,"Cazumba",2018
"122","Davi",285,2,17,NA,"Cazumba",2018
"123","Davi",285,3,17,NA,"Cazumba",2018
"124","Davi",285,4,22,NA,"Cazumba",2018
"125","Davi",285,5,21,NA,"Cazumba",2018
"126","Davi",285,6,20,NA,"Cazumba",2018
"127","Davi",285,7,18,NA,"Cazumba",2018
"128","Davi",285,8,19,NA,"Cazumba",2018
"129","Davi",285,9,25,NA,"Cazumba",2018
"130","Davi",285,10,21,NA,"Cazumba",2018
"131","Davi",312,1,19,1386,"Cazumba",2018
"132","Davi",312,2,23,NA,"Cazumba",2018
"133","Davi",312,3,17,NA,"Cazumba",2018
"134","Davi",312,4,17,NA,"Cazumba",2018
"135","Davi",312,5,21,NA,"Cazumba",2018
"136","Davi",312,6,15,NA,"Cazumba",2018
"137","Davi",312,7,21,NA,"Cazumba",2018
"138","Davi",312,8,19,NA,"Cazumba",2018
"139","Davi",312,9,17,NA,"Cazumba",2018
"140","Davi",312,10,17,NA,"Cazumba",2018
"141","Davi",361,1,17,1862,"Cazumba",2018
"142","Davi",361,2,19,NA,"Cazumba",2018
"143","Davi",361,3,19,NA,"Cazumba",2018
"144","Davi",361,4,32,NA,"Cazumba",2018
"145","Davi",361,5,17,NA,"Cazumba",2018
"146","Davi",361,6,17,NA,"Cazumba",2018
"147","Davi",361,7,20,NA,"Cazumba",2018
"148","Davi",361,8,22,NA,"Cazumba",2018
"149","Davi",361,9,20,NA,"Cazumba",2018
"150","Davi",361,10,20,NA,"Cazumba",2018
"151","Mariazinha",227,1,14,1106,"Cazumba",2018
"152","Mariazinha",227,2,10,NA,"Cazumba",2018
"153","Mariazinha",227,3,17,NA,"Cazumba",2018
"154","Mariazinha",227,4,14,NA,"Cazumba",2018
"155","Mariazinha",227,5,15,NA,"Cazumba",2018
"156","Mariazinha",227,6,16,NA,"Cazumba",2018
"157","Mariazinha",227,7,17,NA,"Cazumba",2018
"158","Mariazinha",227,8,18,NA,"Cazumba",2018
"159","Mariazinha",227,9,17,NA,"Cazumba",2018
"160","Mariazinha",227,10,20,NA,"Cazumba",2018
"161","Mariazinha",230,1,22,1944,"Cazumba",2018
"162","Mariazinha",230,2,20,NA,"Cazumba",2018
"163","Mariazinha",230,3,18,NA,"Cazumba",2018
"164","Mariazinha",230,4,18,NA,"Cazumba",2018
"165","Mariazinha",230,5,21,NA,"Cazumba",2018
"166","Mariazinha",230,6,19,NA,"Cazumba",2018
"167","Mariazinha",230,7,20,NA,"Cazumba",2018
"168","Mariazinha",230,8,15,NA,"Cazumba",2018
"169","Mariazinha",230,9,17,NA,"Cazumba",2018
"170","Mariazinha",230,10,16,NA,"Cazumba",2018
"171","Mariazinha",217,1,24,1976,"Cazumba",2018
"172","Mariazinha",217,2,23,NA,"Cazumba",2018
"173","Mariazinha",217,3,24,NA,"Cazumba",2018
"174","Mariazinha",217,4,19,NA,"Cazumba",2018
"175","Mariazinha",217,5,22,NA,"Cazumba",2018
"176","Mariazinha",217,6,20,NA,"Cazumba",2018
"177","Mariazinha",217,7,24,NA,"Cazumba",2018
"178","Mariazinha",217,8,21,NA,"Cazumba",2018
"179","Mariazinha",217,9,20,NA,"Cazumba",2018
"180","Mariazinha",217,10,22,NA,"Cazumba",2018
"181","Mariazinha",222,1,12,1964,"Cazumba",2018
"182","Mariazinha",222,2,19,NA,"Cazumba",2018
"183","Mariazinha",222,3,17,NA,"Cazumba",2018
"184","Mariazinha",222,4,12,NA,"Cazumba",2018
"185","Mariazinha",222,5,16,NA,"Cazumba",2018
"186","Mariazinha",222,6,21,NA,"Cazumba",2018
"187","Mariazinha",222,7,16,NA,"Cazumba",2018
"188","Mariazinha",222,8,20,NA,"Cazumba",2018
"189","Mariazinha",222,9,21,NA,"Cazumba",2018
"190","Mariazinha",222,10,18,NA,"Cazumba",2018
"191","Mariazinha",246,1,19,1904,"Cazumba",2018
"192","Mariazinha",246,2,20,NA,"Cazumba",2018
"193","Mariazinha",246,3,20,NA,"Cazumba",2018
"194","Mariazinha",246,4,16,NA,"Cazumba",2018
"195","Mariazinha",246,5,18,NA,"Cazumba",2018
"196","Mariazinha",246,6,18,NA,"Cazumba",2018
"197","Mariazinha",246,7,21,NA,"Cazumba",2018
"198","Mariazinha",246,8,20,NA,"Cazumba",2018
"199","Mariazinha",246,9,17,NA,"Cazumba",2018
"200","Mariazinha",246,10,17,NA,"Cazumba",2018
"201","Zirmao",432,1,24,1675,"Cazumba",2019
"202","Zirmao",432,2,21,NA,"Cazumba",2019
"203","Zirmao",432,3,25,NA,"Cazumba",2019
"204","Zirmao",432,4,22,NA,"Cazumba",2019
"205","Zirmao",432,5,23,NA,"Cazumba",2019
"206","Zirmao",432,6,19,NA,"Cazumba",2019
"207","Zirmao",432,7,20,NA,"Cazumba",2019
"208","Zirmao",432,8,19,NA,"Cazumba",2019
"209","Zirmao",432,9,24,NA,"Cazumba",2019
"210","Zirmao",432,10,14,NA,"Cazumba",2019
"211","Zirmao",415,1,25,1915,"Cazumba",2019
"212","Zirmao",415,2,24,NA,"Cazumba",2019
"213","Zirmao",415,3,19,NA,"Cazumba",2019
"214","Zirmao",415,4,19,NA,"Cazumba",2019
"215","Zirmao",415,5,22,NA,"Cazumba",2019
"216","Zirmao",415,6,23,NA,"Cazumba",2019
"217","Zirmao",415,7,19,NA,"Cazumba",2019
"218","Zirmao",415,8,15,NA,"Cazumba",2019
"219","Zirmao",415,9,23,NA,"Cazumba",2019
"220","Zirmao",415,10,19,NA,"Cazumba",2019
"221","Zirmao",437,1,19,1625,"Cazumba",2019
"222","Zirmao",437,2,17,NA,"Cazumba",2019
"223","Zirmao",437,3,17,NA,"Cazumba",2019
"224","Zirmao",437,4,17,NA,"Cazumba",2019
"225","Zirmao",437,5,18,NA,"Cazumba",2019
"226","Zirmao",437,6,18,NA,"Cazumba",2019
"227","Zirmao",437,7,22,NA,"Cazumba",2019
"228","Zirmao",437,8,16,NA,"Cazumba",2019
"229","Zirmao",437,9,20,NA,"Cazumba",2019
"230","Zirmao",437,10,19,NA,"Cazumba",2019
"231","Zirmao",453,1,23,2145,"Cazumba",2019
"232","Zirmao",453,2,25,NA,"Cazumba",2019
"233","Zirmao",453,3,19,NA,"Cazumba",2019
"234","Zirmao",453,4,22,NA,"Cazumba",2019
"235","Zirmao",453,5,20,NA,"Cazumba",2019
"236","Zirmao",453,6,23,NA,"Cazumba",2019
"237","Zirmao",453,7,18,NA,"Cazumba",2019
"238","Zirmao",453,8,20,NA,"Cazumba",2019
"239","Zirmao",453,9,18,NA,"Cazumba",2019
"240","Zirmao",453,10,20,NA,"Cazumba",2019
"241","Zirmao",423,1,18,1600,"Cazumba",2019
"242","Zirmao",423,2,17,NA,"Cazumba",2019
"243","Zirmao",423,3,18,NA,"Cazumba",2019
"244","Zirmao",423,4,18,NA,"Cazumba",2019
"245","Zirmao",423,5,18,NA,"Cazumba",2019
"246","Zirmao",423,6,20,NA,"Cazumba",2019
"247","Zirmao",423,7,23,NA,"Cazumba",2019
"248","Zirmao",423,8,17,NA,"Cazumba",2019
"249","Zirmao",423,9,19,NA,"Cazumba",2019
"250","Zirmao",423,10,17,NA,"Cazumba",2019
"251","Coletivo",57,1,16,1420,"Cazumba",2019
"252","Coletivo",57,2,16,NA,"Cazumba",2019
"253","Coletivo",57,3,16,NA,"Cazumba",2019
"254","Coletivo",57,4,15,NA,"Cazumba",2019
"255","Coletivo",57,5,19,NA,"Cazumba",2019
"256","Coletivo",57,6,16,NA,"Cazumba",2019
"257","Coletivo",57,7,14,NA,"Cazumba",2019
"258","Coletivo",57,8,20,NA,"Cazumba",2019
"259","Coletivo",57,9,21,NA,"Cazumba",2019
"260","Coletivo",57,10,22,NA,"Cazumba",2019
"261","Coletivo",44,1,23,2169,"Cazumba",2019
"262","Coletivo",44,2,18,NA,"Cazumba",2019
"263","Coletivo",44,3,27,NA,"Cazumba",2019
"264","Coletivo",44,4,19,NA,"Cazumba",2019
"265","Coletivo",44,5,18,NA,"Cazumba",2019
"266","Coletivo",44,6,15,NA,"Cazumba",2019
"267","Coletivo",44,7,27,NA,"Cazumba",2019
"268","Coletivo",44,8,24,NA,"Cazumba",2019
"269","Coletivo",44,9,24,NA,"Cazumba",2019
"270","Coletivo",44,10,22,NA,"Cazumba",2019
"271","Coletivo",46,1,7,1403,"Cazumba",2019
"272","Coletivo",46,2,23,NA,"Cazumba",2019
"273","Coletivo",46,3,25,NA,"Cazumba",2019
"274","Coletivo",46,4,15,NA,"Cazumba",2019
"275","Coletivo",46,5,23,NA,"Cazumba",2019
"276","Coletivo",46,6,17,NA,"Cazumba",2019
"277","Coletivo",46,7,10,NA,"Cazumba",2019
"278","Coletivo",46,8,22,NA,"Cazumba",2019
"279","Coletivo",46,9,16,NA,"Cazumba",2019
"280","Coletivo",46,10,17,NA,"Cazumba",2019
"281","Coletivo",54,1,24,1221,"Cazumba",2019
"282","Coletivo",54,2,21,NA,"Cazumba",2019
"283","Coletivo",54,3,19,NA,"Cazumba",2019
"284","Coletivo",54,4,15,NA,"Cazumba",2019
"285","Coletivo",54,5,13,NA,"Cazumba",2019
"286","Coletivo",54,6,20,NA,"Cazumba",2019
"287","Coletivo",54,7,16,NA,"Cazumba",2019
"288","Coletivo",54,8,18,NA,"Cazumba",2019
"289","Coletivo",54,9,20,NA,"Cazumba",2019
"290","Coletivo",54,10,21,NA,"Cazumba",2019
"291","Coletivo",165,1,0,0,"Cazumba",2019
"292","Coletivo",165,2,0,NA,"Cazumba",2019
"293","Coletivo",165,3,0,NA,"Cazumba",2019
"294","Coletivo",165,4,0,NA,"Cazumba",2019
"295","Coletivo",165,5,0,NA,"Cazumba",2019
"296","Coletivo",165,6,0,NA,"Cazumba",2019
"297","Coletivo",165,7,0,NA,"Cazumba",2019
"298","Coletivo",165,8,0,NA,"Cazumba",2019
"299","Coletivo",165,9,0,NA,"Cazumba",2019
"300","Coletivo",165,10,0,NA,"Cazumba",2019
"301","Davi",327,1,15,2200,"Cazumba",2019
"302","Davi",327,2,20,NA,"Cazumba",2019
"303","Davi",327,3,17,NA,"Cazumba",2019
"304","Davi",327,4,18,NA,"Cazumba",2019
"305","Davi",327,5,19,NA,"Cazumba",2019
"306","Davi",327,6,15,NA,"Cazumba",2019
"307","Davi",327,7,22,NA,"Cazumba",2019
"308","Davi",327,8,17,NA,"Cazumba",2019
"309","Davi",327,9,16,NA,"Cazumba",2019
"310","Davi",327,10,17,NA,"Cazumba",2019
"311","Davi",322,1,14,1400,"Cazumba",2019
"312","Davi",322,2,19,NA,"Cazumba",2019
"313","Davi",322,3,22,NA,"Cazumba",2019
"314","Davi",322,4,16,NA,"Cazumba",2019
"315","Davi",322,5,18,NA,"Cazumba",2019
"316","Davi",322,6,17,NA,"Cazumba",2019
"317","Davi",322,7,17,NA,"Cazumba",2019
"318","Davi",322,8,19,NA,"Cazumba",2019
"319","Davi",322,9,20,NA,"Cazumba",2019
"320","Davi",322,10,20,NA,"Cazumba",2019
"321","Davi",NA,1,22,2000,"Cazumba",2019
"322","Davi",NA,2,21,NA,"Cazumba",2019
"323","Davi",NA,3,20,NA,"Cazumba",2019
"324","Davi",NA,4,19,NA,"Cazumba",2019
"325","Davi",NA,5,18,NA,"Cazumba",2019
"326","Davi",NA,6,21,NA,"Cazumba",2019
"327","Davi",NA,7,22,NA,"Cazumba",2019
"328","Davi",NA,8,23,NA,"Cazumba",2019
"329","Davi",NA,9,19,NA,"Cazumba",2019
"330","Davi",NA,10,17,NA,"Cazumba",2019
"331","Davi",312,1,20,1600,"Cazumba",2019
"332","Davi",312,2,17,NA,"Cazumba",2019
"333","Davi",312,3,19,NA,"Cazumba",2019
"334","Davi",312,4,14,NA,"Cazumba",2019
"335","Davi",312,5,19,NA,"Cazumba",2019
"336","Davi",312,6,15,NA,"Cazumba",2019
"337","Davi",312,7,19,NA,"Cazumba",2019
"338","Davi",312,8,18,NA,"Cazumba",2019
"339","Davi",312,9,16,NA,"Cazumba",2019
"340","Davi",312,10,19,NA,"Cazumba",2019
"341","Davi",361,1,21,1800,"Cazumba",2019
"342","Davi",361,2,20,NA,"Cazumba",2019
"343","Davi",361,3,16,NA,"Cazumba",2019
"344","Davi",361,4,17,NA,"Cazumba",2019
"345","Davi",361,5,16,NA,"Cazumba",2019
"346","Davi",361,6,15,NA,"Cazumba",2019
"347","Davi",361,7,20,NA,"Cazumba",2019
"348","Davi",361,8,20,NA,"Cazumba",2019
"349","Davi",361,9,19,NA,"Cazumba",2019
"350","Davi",361,10,16,NA,"Cazumba",2019
"351","Mariazinha",227,1,16,1570,"Cazumba",2019
"352","Mariazinha",227,2,19,NA,"Cazumba",2019
"353","Mariazinha",227,3,14,NA,"Cazumba",2019
"354","Mariazinha",227,4,15,NA,"Cazumba",2019
"355","Mariazinha",227,5,19,NA,"Cazumba",2019
"356","Mariazinha",227,6,23,NA,"Cazumba",2019
"357","Mariazinha",227,7,16,NA,"Cazumba",2019
"358","Mariazinha",227,8,17,NA,"Cazumba",2019
"359","Mariazinha",227,9,10,NA,"Cazumba",2019
"360","Mariazinha",227,10,18,NA,"Cazumba",2019
"361","Mariazinha",230,1,17,1965,"Cazumba",2019
"362","Mariazinha",230,2,20,NA,"Cazumba",2019
"363","Mariazinha",230,3,14,NA,"Cazumba",2019
"364","Mariazinha",230,4,19,NA,"Cazumba",2019
"365","Mariazinha",230,5,16,NA,"Cazumba",2019
"366","Mariazinha",230,6,18,NA,"Cazumba",2019
"367","Mariazinha",230,7,18,NA,"Cazumba",2019
"368","Mariazinha",230,8,16,NA,"Cazumba",2019
"369","Mariazinha",230,9,18,NA,"Cazumba",2019
"370","Mariazinha",230,10,15,NA,"Cazumba",2019
"371","Mariazinha",217,1,23,2130,"Cazumba",2019
"372","Mariazinha",217,2,26,NA,"Cazumba",2019
"373","Mariazinha",217,3,22,NA,"Cazumba",2019
"374","Mariazinha",217,4,21,NA,"Cazumba",2019
"375","Mariazinha",217,5,22,NA,"Cazumba",2019
"376","Mariazinha",217,6,23,NA,"Cazumba",2019
"377","Mariazinha",217,7,22,NA,"Cazumba",2019
"378","Mariazinha",217,8,25,NA,"Cazumba",2019
